75.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0,0.5,0
100.0
